date,state,district,pincode,bio_age_5_17,bio_age_17_
08-07-2025,Delhi,South West Delhi,110073,5,11
08-07-2025,Delhi,West Delhi,110043,3,12
31-07-2025,Delhi,East Delhi,110031,17,24
31-07-2025,Delhi,East Delhi,110053,1,3
31-07-2025,Delhi,North Delhi,110006,38,50
31-07-2025,Delhi,North Delhi,110007,9,32
31-07-2025,Delhi,North Delhi,110054,9,10
31-07-2025,Delhi,North Delhi,110084,23,42
31-07-2025,Delhi,North East Delhi,110093,56,49
31-07-2025,Delhi,North West Delhi,110009,6,12
31-07-2025,Delhi,North West Delhi,110033,33,55
31-07-2025,Delhi,North West Delhi,110039,13,31
31-07-2025,Delhi,North West Delhi,110089,12,11
31-07-2025,Delhi,South Delhi,110003,0,5
31-07-2025,Delhi,South Delhi,110080,6,10
31-07-2025,Delhi,South West Delhi,110010,15,13
31-07-2025,Delhi,South West Delhi,110022,7,11
31-07-2025,Delhi,South West Delhi,110029,2,0
31-07-2025,Delhi,South West Delhi,110037,14,17
31-07-2025,Delhi,South West Delhi,110043,40,40
31-07-2025,Delhi,South West Delhi,110071,3,6
31-07-2025,Delhi,West Delhi,110059,82,91
03-08-2025,Delhi,East Delhi,110051,0,3
03-08-2025,Delhi,North Delhi,110084,0,2
03-08-2025,Delhi,North West Delhi,110009,0,1
03-08-2025,Delhi,North West Delhi,110033,0,4
03-08-2025,Delhi,North West Delhi,110039,0,1
03-08-2025,Delhi,North West Delhi,110082,0,2
03-08-2025,Delhi,North West Delhi,110086,4,10
03-08-2025,Delhi,North West Delhi,110088,1,4
03-08-2025,Delhi,South Delhi,110014,0,1
03-08-2025,Delhi,South West Delhi,110021,0,2
03-08-2025,Delhi,South West Delhi,110028,0,4
03-08-2025,Delhi,South West Delhi,110037,0,3
03-08-2025,Delhi,South West Delhi,110077,0,1
04-08-2025,Delhi,Central Delhi,110002,9,25
04-08-2025,Delhi,East Delhi,110032,1,17
04-08-2025,Delhi,East Delhi,110053,16,6
04-08-2025,Delhi,New Delhi,110021,4,4
04-08-2025,Delhi,New Delhi,110023,1,0
04-08-2025,Delhi,North Delhi,110084,33,58
04-08-2025,Delhi,North West Delhi,110042,50,113
04-08-2025,Delhi,North West Delhi,110056,4,1
04-08-2025,Delhi,North West Delhi,110083,25,36
04-08-2025,Delhi,North West Delhi,110085,25,35
04-08-2025,Delhi,North West Delhi,110088,19,35
04-08-2025,Delhi,Shahdara,110095,2,5
04-08-2025,Delhi,South Delhi,110003,0,3
04-08-2025,Delhi,South Delhi,110013,12,6
04-08-2025,Delhi,South Delhi,110019,18,42
04-08-2025,Delhi,South Delhi,110025,44,55
04-08-2025,Delhi,South Delhi,110062,54,107
04-08-2025,Delhi,South Delhi,110074,9,26
04-08-2025,Delhi,South West Delhi,110028,5,14
04-08-2025,Delhi,South West Delhi,110037,9,22
04-08-2025,Delhi,South West Delhi,110046,16,19
04-08-2025,Delhi,South West Delhi,110066,2,5
04-08-2025,Delhi,South West Delhi,110070,5,7
04-08-2025,Delhi,South West Delhi,110075,6,14
04-08-2025,Delhi,West Delhi,110018,36,59
04-08-2025,Delhi,West Delhi,110026,2,3
06-08-2025,Delhi,Central Delhi,110002,11,21
06-08-2025,Delhi,Central Delhi,110008,21,31
06-08-2025,Delhi,Central Delhi,110012,5,27
06-08-2025,Delhi,East Delhi,110091,39,52
06-08-2025,Delhi,North Delhi,110054,8,11
06-08-2025,Delhi,North East,110053,0,59
06-08-2025,Delhi,North West Delhi,110036,10,43
06-08-2025,Delhi,North West Delhi,110083,12,32
06-08-2025,Delhi,Shahdara,110032,1,6
06-08-2025,Delhi,Shahdara,110053,1,3
06-08-2025,Delhi,Shahdara,110090,0,1
06-08-2025,Delhi,Shahdara,110093,4,14
06-08-2025,Delhi,South Delhi,110013,10,14
06-08-2025,Delhi,South Delhi,110016,2,3
06-08-2025,Delhi,South Delhi,110044,78,107
06-08-2025,Delhi,South Delhi,110048,3,10
06-08-2025,Delhi,South West Delhi,110022,8,15
06-08-2025,Delhi,South West Delhi,110029,3,5
06-08-2025,Delhi,South West Delhi,110066,2,1
06-08-2025,Delhi,South West Delhi,110071,11,5
06-08-2025,Delhi,South West Delhi,110073,4,11
06-08-2025,Delhi,South West Delhi,110075,9,8
06-08-2025,Delhi,West Delhi,110027,12,40
06-08-2025,Delhi,West Delhi,110087,5,11
07-08-2025,Delhi,Central Delhi,110011,0,1
07-08-2025,Delhi,East Delhi,110053,5,5
07-08-2025,Delhi,Najafgarh,110043,1,7
07-08-2025,Delhi,New Delhi,110001,7,8
07-08-2025,Delhi,North Delhi,110054,4,7
07-08-2025,Delhi,North East,110094,6,52
07-08-2025,Delhi,North East Delhi,110093,68,44
07-08-2025,Delhi,North East Delhi,110094,147,114
07-08-2025,Delhi,North West Delhi,110040,31,28
07-08-2025,Delhi,North West Delhi,110081,19,40
07-08-2025,Delhi,North West Delhi,110082,7,19
07-08-2025,Delhi,North West Delhi,110088,18,19
07-08-2025,Delhi,South Delhi,110013,3,11
07-08-2025,Delhi,South Delhi,110019,21,35
07-08-2025,Delhi,South Delhi,110049,0,5
07-08-2025,Delhi,South West Delhi,110010,12,16
07-08-2025,Delhi,South West Delhi,110043,61,92
07-08-2025,Delhi,South West Delhi,110067,4,4
07-08-2025,Delhi,West Delhi,110026,1,4
07-08-2025,Delhi,West Delhi,110063,14,21
05-08-2025,Delhi,Central Delhi,110003,8,15
05-08-2025,Delhi,Central Delhi,110011,1,0
05-08-2025,Delhi,East Delhi,110031,28,27
05-08-2025,Delhi,East Delhi,110032,0,25
05-08-2025,Delhi,East Delhi,110091,32,47
05-08-2025,Delhi,North Delhi,110054,6,8
05-08-2025,Delhi,North East,110053,2,59
05-08-2025,Delhi,North East,110093,2,48
05-08-2025,Delhi,North East Delhi,110094,128,156
05-08-2025,Delhi,North West Delhi,110034,28,42
05-08-2025,Delhi,Shahdara,110032,4,9
05-08-2025,Delhi,South Delhi,110013,6,9
05-08-2025,Delhi,South Delhi,110014,7,9
05-08-2025,Delhi,South Delhi,110016,3,3
05-08-2025,Delhi,South Delhi,110019,30,32
05-08-2025,Delhi,South Delhi,110020,14,15
05-08-2025,Delhi,South Delhi,110025,34,53
05-08-2025,Delhi,South Delhi,110044,71,77
05-08-2025,Delhi,South Delhi,110062,74,116
05-08-2025,Delhi,South Delhi,110074,18,21
05-08-2025,Delhi,South Delhi,110080,9,6
05-08-2025,Delhi,South West Delhi,110010,9,12
05-08-2025,Delhi,South West Delhi,110023,2,6
05-08-2025,Delhi,South West Delhi,110045,37,46
05-08-2025,Delhi,South West Delhi,110046,16,25
05-08-2025,Delhi,South West Delhi,110057,3,7
05-08-2025,Delhi,West Delhi,110018,34,75
08-08-2025,Delhi,Central Delhi,110060,0,4
08-08-2025,Delhi,East Delhi,110094,0,2
08-08-2025,Delhi,North Delhi,110006,28,37
08-08-2025,Delhi,North Delhi,110054,5,11
08-08-2025,Delhi,North West Delhi,110033,38,65
08-08-2025,Delhi,North West Delhi,110040,26,39
08-08-2025,Delhi,North West Delhi,110088,16,19
08-08-2025,Delhi,Shahdara,110053,0,1
08-08-2025,Delhi,Shahdara,110095,0,7
08-08-2025,Delhi,South Delhi,110003,0,1
08-08-2025,Delhi,South Delhi,110017,22,27
08-08-2025,Delhi,South Delhi,110044,55,84
08-08-2025,Delhi,South Delhi,110080,7,12
08-08-2025,Delhi,South West Delhi,110029,3,4
08-08-2025,Delhi,South West Delhi,110061,3,5
08-08-2025,Delhi,South West Delhi,110070,5,11
08-08-2025,Delhi,South West Delhi,110072,2,7
08-08-2025,Delhi,West Delhi,110026,4,4
08-08-2025,Delhi,West Delhi,110027,16,18
08-08-2025,Delhi,West Delhi,110058,4,6
26-08-2025,Delhi,Central Delhi,110001,1,2
26-08-2025,Delhi,East Delhi,110031,41,37
26-08-2025,Delhi,East Delhi,110053,9,5
26-08-2025,Delhi,East Delhi,110095,29,41
26-08-2025,Delhi,Najafgarh,110043,0,2
26-08-2025,Delhi,North Delhi,110084,41,65
26-08-2025,Delhi,North East Delhi,110094,128,131
26-08-2025,Delhi,North West Delhi,110009,9,20
26-08-2025,Delhi,Shahdara,110053,0,2
26-08-2025,Delhi,Shahdara,110095,2,6
26-08-2025,Delhi,South Delhi,110014,5,15
26-08-2025,Delhi,South Delhi,110019,16,39
26-08-2025,Delhi,South Delhi,110076,13,27
26-08-2025,Delhi,South East Delhi,110025,0,2
26-08-2025,Delhi,South West Delhi,110029,0,8
26-08-2025,Delhi,South West Delhi,110046,21,30
26-08-2025,Delhi,South West Delhi,110057,8,4
26-08-2025,Delhi,West Delhi,110059,57,137
27-08-2025,Delhi,Central Delhi,110008,17,20
27-08-2025,Delhi,East Delhi,110032,2,21
27-08-2025,Delhi,East Delhi,110053,3,1
27-08-2025,Delhi,Najafgarh,110043,0,3
27-08-2025,Delhi,North Delhi,110007,17,33
27-08-2025,Delhi,North East,110093,1,19
27-08-2025,Delhi,North East Delhi,110094,105,130
27-08-2025,Delhi,North West Delhi,110033,50,81
27-08-2025,Delhi,North West Delhi,110089,11,21
27-08-2025,Delhi,South Delhi,110044,7,20
27-08-2025,Delhi,South Delhi,110068,4,8
27-08-2025,Delhi,South Delhi,110074,11,23
27-08-2025,Delhi,South Delhi,110076,1,7
27-08-2025,Delhi,South East Delhi,110025,1,0
27-08-2025,Delhi,South West Delhi,110016,0,1
27-08-2025,Delhi,South West Delhi,110023,5,6
27-08-2025,Delhi,South West Delhi,110043,49,76
27-08-2025,Delhi,South West Delhi,110061,5,10
27-08-2025,Delhi,South West Delhi,110067,3,1
27-08-2025,Delhi,South West Delhi,110078,12,20
27-08-2025,Delhi,West Delhi,110059,60,139
01-09-2025,Delhi,Central Delhi,110001,0,2
01-09-2025,Delhi,Central Delhi,110060,2,4
01-09-2025,Delhi,East Delhi,110096,33,35
01-09-2025,Delhi,New Delhi,110021,6,3
01-09-2025,Delhi,North East Delhi,110032,23,31
01-09-2025,Delhi,North West Delhi,110034,29,38
01-09-2025,Delhi,North West Delhi,110039,19,40
01-09-2025,Delhi,North West Delhi,110042,50,114
01-09-2025,Delhi,North West Delhi,110083,27,49
01-09-2025,Delhi,North West Delhi,110086,96,174
01-09-2025,Delhi,North West Delhi,110094,0,2
01-09-2025,Delhi,Shahdara,110032,3,6
01-09-2025,Delhi,Shahdara,110095,0,5
01-09-2025,Delhi,South Delhi,110017,16,31
01-09-2025,Delhi,South Delhi,110019,22,24
01-09-2025,Delhi,South Delhi,110044,71,113
01-09-2025,Delhi,South Delhi,110049,3,9
01-09-2025,Delhi,South West Delhi,110021,1,1
01-09-2025,Delhi,South West Delhi,110028,0,8
01-09-2025,Delhi,South West Delhi,110045,35,69
01-09-2025,Delhi,South West Delhi,110057,1,8
01-09-2025,Delhi,West Delhi,110026,1,4
01-09-2025,Delhi,West Delhi,110043,5,17
01-09-2025,Delhi,West Delhi,110063,7,18
01-09-2025,Delhi,West Delhi,110087,2,15
28-08-2025,Delhi,Central Delhi,110001,0,2
28-08-2025,Delhi,Central Delhi,110002,20,29
28-08-2025,Delhi,Central Delhi,110005,9,29
28-08-2025,Delhi,Central Delhi,110055,12,31
28-08-2025,Delhi,East Delhi,110032,0,22
28-08-2025,Delhi,East Delhi,110091,36,44
28-08-2025,Delhi,North Delhi,110054,6,17
28-08-2025,Delhi,North East Delhi,110032,36,25
28-08-2025,Delhi,North West Delhi,110009,9,15
28-08-2025,Delhi,North West Delhi,110035,4,22
28-08-2025,Delhi,North West Delhi,110081,18,46
28-08-2025,Delhi,Shahdara,110090,0,1
28-08-2025,Delhi,Shahdara,110095,1,5
28-08-2025,Delhi,South Delhi,110003,1,9
28-08-2025,Delhi,South Delhi,110013,3,9
28-08-2025,Delhi,South Delhi,110016,3,7
28-08-2025,Delhi,South Delhi,110047,8,18
28-08-2025,Delhi,South West Delhi,110028,3,7
28-08-2025,Delhi,South West Delhi,110072,1,4
10-08-2025,Delhi,East Delhi,110053,7,2
10-08-2025,Delhi,East Delhi,110095,6,4
10-08-2025,Delhi,North East,110093,3,3
10-08-2025,Delhi,North West Delhi,110034,16,14
10-08-2025,Delhi,North West Delhi,110042,30,52
10-08-2025,Delhi,North West Delhi,110089,4,4
10-08-2025,Delhi,South Delhi,110062,13,13
10-08-2025,Delhi,South West Delhi,110028,5,2
10-08-2025,Delhi,South West Delhi,110037,5,4
10-08-2025,Delhi,South West Delhi,110046,18,9
10-08-2025,Delhi,South West Delhi,110061,0,1
10-08-2025,Delhi,South West Delhi,110064,3,5
10-08-2025,Delhi,West Delhi,110015,3,5
10-08-2025,Delhi,West Delhi,110018,4,5
10-08-2025,Delhi,West Delhi,110059,31,24
09-08-2025,Delhi,Central Delhi,110005,0,1
09-08-2025,Delhi,Central Delhi,110055,0,2
09-08-2025,Delhi,East Delhi,110091,1,0
09-08-2025,Delhi,North East Delhi,110094,2,2
09-08-2025,Delhi,North West Delhi,110081,2,1
09-08-2025,Delhi,South Delhi,110048,2,0
09-08-2025,Delhi,South Delhi,110049,2,1
09-08-2025,Delhi,South Delhi,110074,0,1
09-08-2025,Delhi,South West Delhi,110043,9,6
09-08-2025,Delhi,South West Delhi,110078,1,0
09-08-2025,Delhi,West Delhi,110018,4,0
09-08-2025,Delhi,West Delhi,110058,1,0
15-08-2025,Delhi,East Delhi,110092,1,0
15-08-2025,Delhi,South Delhi,110019,1,1
15-08-2025,Delhi,South West Delhi,110043,0,1
17-08-2025,Delhi,Central Delhi,110008,4,14
17-08-2025,Delhi,Central Delhi,110012,4,6
17-08-2025,Delhi,East Delhi,110051,9,8
17-08-2025,Delhi,North Delhi,110006,2,3
17-08-2025,Delhi,North Delhi,110084,6,22
17-08-2025,Delhi,North East,110053,0,4
17-08-2025,Delhi,North East,110094,1,23
17-08-2025,Delhi,North East Delhi,110032,18,8
17-08-2025,Delhi,North West Delhi,110036,4,4
17-08-2025,Delhi,North West Delhi,110056,0,1
17-08-2025,Delhi,Shahdara,110032,3,2
17-08-2025,Delhi,South Delhi,110013,0,1
17-08-2025,Delhi,South Delhi,110030,3,1
17-08-2025,Delhi,South Delhi,110048,1,0
17-08-2025,Delhi,South West Delhi,110064,0,2
16-08-2025,Delhi,Central Delhi,110055,0,2
16-08-2025,Delhi,East Delhi,110091,18,20
16-08-2025,Delhi,East Delhi,110092,25,31
16-08-2025,Delhi,North East,110094,1,21
16-08-2025,Delhi,North West Delhi,110033,5,23
16-08-2025,Delhi,North West Delhi,110039,25,32
16-08-2025,Delhi,North West Delhi,110042,16,29
16-08-2025,Delhi,North West Delhi,110082,1,0
16-08-2025,Delhi,North West Delhi,110083,3,7
16-08-2025,Delhi,North West Delhi,110085,29,22
16-08-2025,Delhi,North West Delhi,110089,9,7
16-08-2025,Delhi,South Delhi,110016,2,0
16-08-2025,Delhi,South Delhi,110044,27,29
16-08-2025,Delhi,South Delhi,110047,0,1
16-08-2025,Delhi,South Delhi,110065,1,2
16-08-2025,Delhi,South Delhi,110074,5,7
16-08-2025,Delhi,South Delhi,110080,1,0
16-08-2025,Delhi,South West Delhi,110043,8,5
16-08-2025,Delhi,South West Delhi,110075,15,3
16-08-2025,Delhi,West Delhi,110015,4,13
16-08-2025,Delhi,West Delhi,110018,9,22
21-08-2025,Delhi,Najafgarh,110043,0,4
21-08-2025,Delhi,North East,110094,2,77
21-08-2025,Delhi,North East Delhi,110032,41,26
21-08-2025,Delhi,North West Delhi,110009,12,22
21-08-2025,Delhi,North West Delhi,110033,31,68
21-08-2025,Delhi,North West Delhi,110039,20,40
21-08-2025,Delhi,North West Delhi,110082,12,20
21-08-2025,Delhi,North West Delhi,110085,40,76
21-08-2025,Delhi,North West Delhi,110086,74,171
21-08-2025,Delhi,Shahdara,110095,0,5
21-08-2025,Delhi,South Delhi,110019,18,34
21-08-2025,Delhi,South Delhi,110030,12,39
21-08-2025,Delhi,South Delhi,110047,7,16
21-08-2025,Delhi,South Delhi,110048,5,7
21-08-2025,Delhi,South Delhi,110065,8,24
21-08-2025,Delhi,South Delhi,110080,10,15
21-08-2025,Delhi,South West Delhi,110028,6,8
21-08-2025,Delhi,South West Delhi,110037,10,22
21-08-2025,Delhi,South West Delhi,110038,3,2
21-08-2025,Delhi,South West Delhi,110061,15,23
21-08-2025,Delhi,South West Delhi,110072,0,3
21-08-2025,Delhi,South West Delhi,110073,7,10
21-08-2025,Delhi,South West Delhi,110078,13,20
21-08-2025,Delhi,West Delhi,110059,75,132
22-08-2025,Delhi,South West Delhi,110061,2,5
22-08-2025,Delhi,South West Delhi,110064,3,8
22-08-2025,Delhi,South West Delhi,110077,9,11
22-08-2025,Delhi,West Delhi,110015,17,30
22-08-2025,Delhi,West Delhi,110018,35,54
22-08-2025,Delhi,West Delhi,110041,53,103
22-08-2025,Delhi,West Delhi,110058,8,8
22-08-2025,Delhi,Central Delhi,110005,13,25
22-08-2025,Delhi,Central Delhi,110055,15,15
22-08-2025,Delhi,Central Delhi,110060,2,2
22-08-2025,Delhi,East Delhi,110051,37,32
22-08-2025,Delhi,North East,110093,3,39
22-08-2025,Delhi,North West Delhi,110035,17,41
22-08-2025,Delhi,North West Delhi,110036,11,33
22-08-2025,Delhi,North West Delhi,110085,40,73
22-08-2025,Delhi,South Delhi,110025,22,43
22-08-2025,Delhi,South Delhi,110068,2,12
22-08-2025,Delhi,South East Delhi,110025,0,1
22-08-2025,Delhi,South West Delhi,110010,2,12
22-08-2025,Delhi,South West Delhi,110037,19,16
29-08-2025,Delhi,Central Delhi,110003,7,8
29-08-2025,Delhi,Central Delhi,110011,3,1
29-08-2025,Delhi,Central Delhi,110055,12,11
29-08-2025,Delhi,Central Delhi,110060,0,2
29-08-2025,Delhi,East Delhi,110051,26,28
29-08-2025,Delhi,East Delhi,110053,3,5
29-08-2025,Delhi,East Delhi,110094,0,1
29-08-2025,Delhi,Najafgarh,110043,0,2
29-08-2025,Delhi,North Delhi,110054,4,13
29-08-2025,Delhi,North Delhi,110084,38,67
29-08-2025,Delhi,North East,110053,1,28
29-08-2025,Delhi,North East Delhi,110090,3,2
29-08-2025,Delhi,North East Delhi,110094,94,113
29-08-2025,Delhi,North West Delhi,110034,42,55
29-08-2025,Delhi,North West Delhi,110042,51,116
29-08-2025,Delhi,North West Delhi,110052,36,64
29-08-2025,Delhi,North West Delhi,110083,16,38
29-08-2025,Delhi,North West Delhi,110088,15,25
29-08-2025,Delhi,North West Delhi,110089,6,20
29-08-2025,Delhi,Shahdara,110053,3,0
29-08-2025,Delhi,South Delhi,110065,2,15
29-08-2025,Delhi,South East Delhi,110025,3,1
29-08-2025,Delhi,South West Delhi,110043,57,83
29-08-2025,Delhi,South West Delhi,110066,2,4
29-08-2025,Delhi,South West Delhi,110067,4,2
29-08-2025,Delhi,South West Delhi,110070,3,16
29-08-2025,Delhi,West Delhi,110015,14,35
29-08-2025,Delhi,West Delhi,110041,46,118
29-08-2025,Delhi,West Delhi,110058,4,7
30-08-2025,Delhi,Central Delhi,110002,11,7
30-08-2025,Delhi,Central Delhi,110060,0,2
30-08-2025,Delhi,East Delhi,110051,32,27
30-08-2025,Delhi,East Delhi,110091,63,47
30-08-2025,Delhi,East Delhi,110092,77,60
30-08-2025,Delhi,East Delhi,110096,46,55
30-08-2025,Delhi,North East,110053,1,34
30-08-2025,Delhi,North East Delhi,110032,45,37
30-08-2025,Delhi,North West Delhi,110033,64,44
30-08-2025,Delhi,North West Delhi,110042,61,113
30-08-2025,Delhi,North West Delhi,110052,54,30
30-08-2025,Delhi,North West Delhi,110081,27,36
30-08-2025,Delhi,Shahdara,110032,2,7
30-08-2025,Delhi,Shahdara,110093,1,8
30-08-2025,Delhi,South Delhi,110017,16,16
30-08-2025,Delhi,South Delhi,110024,6,12
30-08-2025,Delhi,South Delhi,110030,21,26
30-08-2025,Delhi,South Delhi,110047,20,23
30-08-2025,Delhi,South Delhi,110062,71,85
30-08-2025,Delhi,South West Delhi,110021,3,2
30-08-2025,Delhi,South West Delhi,110028,14,8
30-08-2025,Delhi,South West Delhi,110030,1,2
30-08-2025,Delhi,South West Delhi,110073,5,2
30-08-2025,Delhi,South West Delhi,110078,18,13
30-08-2025,Delhi,West Delhi,110018,53,60
30-08-2025,Delhi,West Delhi,110064,1,1
11-08-2025,Delhi,Central Delhi,110003,11,8
11-08-2025,Delhi,Central Delhi,110012,5,19
11-08-2025,Delhi,East Delhi,110053,3,7
11-08-2025,Delhi,East Delhi,110091,37,47
11-08-2025,Delhi,East Delhi,110096,27,35
11-08-2025,Delhi,Najafgarh,110043,0,2
11-08-2025,Delhi,New Delhi,110023,0,1
11-08-2025,Delhi,North Delhi,110007,19,23
11-08-2025,Delhi,North East,110093,3,41
11-08-2025,Delhi,North East Delhi,110053,102,104
11-08-2025,Delhi,North West Delhi,110033,36,64
11-08-2025,Delhi,North West Delhi,110040,35,39
11-08-2025,Delhi,North West Delhi,110082,12,29
11-08-2025,Delhi,South Delhi,110068,5,12
11-08-2025,Delhi,South West Delhi,110022,10,11
11-08-2025,Delhi,South West Delhi,110043,48,79
11-08-2025,Delhi,South West Delhi,110045,33,65
11-08-2025,Delhi,South West Delhi,110047,3,0
11-08-2025,Delhi,South West Delhi,110066,3,5
11-08-2025,Delhi,West Delhi,110026,6,12
11-08-2025,Delhi,West Delhi,110043,5,8
11-08-2025,Delhi,West Delhi,110087,8,18
12-08-2025,Delhi,Central Delhi,110003,7,13
12-08-2025,Delhi,Central Delhi,110011,1,1
12-08-2025,Delhi,Central Delhi,110012,7,18
12-08-2025,Delhi,Central Delhi,110060,1,3
12-08-2025,Delhi,North East,110053,2,52
12-08-2025,Delhi,North West Delhi,110009,8,6
12-08-2025,Delhi,North West Delhi,110034,57,40
12-08-2025,Delhi,North West Delhi,110035,12,21
12-08-2025,Delhi,North West Delhi,110039,24,50
12-08-2025,Delhi,North West Delhi,110086,97,137
12-08-2025,Delhi,North West Delhi,110094,0,1
12-08-2025,Delhi,Shahdara,110053,0,1
12-08-2025,Delhi,South Delhi,110003,0,4
12-08-2025,Delhi,South Delhi,110030,23,22
12-08-2025,Delhi,South Delhi,110068,6,12
12-08-2025,Delhi,South West Delhi,110010,7,13
12-08-2025,Delhi,South West Delhi,110037,22,22
12-08-2025,Delhi,South West Delhi,110043,47,85
12-08-2025,Delhi,South West Delhi,110057,5,7
12-08-2025,Delhi,South West Delhi,110061,2,9
12-08-2025,Delhi,South West Delhi,110070,7,7
12-08-2025,Delhi,South West Delhi,110071,9,16
12-08-2025,Delhi,West Delhi,110043,7,6
13-08-2025,Delhi,Central Delhi,110005,11,34
13-08-2025,Delhi,Central Delhi,110055,10,22
13-08-2025,Delhi,Central Delhi,110060,0,1
13-08-2025,Delhi,East Delhi,110092,45,67
13-08-2025,Delhi,East Delhi,110095,29,56
13-08-2025,Delhi,North Delhi,110006,24,58
13-08-2025,Delhi,North West Delhi,110033,34,71
13-08-2025,Delhi,North West Delhi,110036,11,22
13-08-2025,Delhi,North West Delhi,110040,31,43
13-08-2025,Delhi,North West Delhi,110081,18,38
13-08-2025,Delhi,North West Delhi,110088,29,40
13-08-2025,Delhi,South Delhi,110014,4,8
13-08-2025,Delhi,South Delhi,110019,18,35
13-08-2025,Delhi,South Delhi,110047,13,24
13-08-2025,Delhi,South Delhi,110048,1,2
13-08-2025,Delhi,South Delhi,110049,8,2
13-08-2025,Delhi,South Delhi,110074,12,36
13-08-2025,Delhi,South Delhi,110080,9,5
13-08-2025,Delhi,South West Delhi,110028,1,9
13-08-2025,Delhi,South West Delhi,110046,37,36
13-08-2025,Delhi,South West Delhi,110070,8,10
13-08-2025,Delhi,South West Delhi,110073,4,9
13-08-2025,Delhi,West Delhi,110015,12,25
13-08-2025,Delhi,West Delhi,110041,70,117
13-08-2025,Delhi,West Delhi,110063,10,16
14-08-2025,Delhi,East Delhi,110032,0,12
14-08-2025,Delhi,East Delhi,110096,25,39
14-08-2025,Delhi,North Delhi,110054,2,9
14-08-2025,Delhi,North East,110093,2,28
14-08-2025,Delhi,North East Delhi,110053,42,44
14-08-2025,Delhi,North West Delhi,110009,12,17
14-08-2025,Delhi,North West Delhi,110040,25,28
14-08-2025,Delhi,North West Delhi,110052,10,32
14-08-2025,Delhi,North West Delhi,110086,52,88
14-08-2025,Delhi,North West Delhi,110088,21,27
14-08-2025,Delhi,South Delhi,110020,5,7
14-08-2025,Delhi,South Delhi,110048,3,10
14-08-2025,Delhi,South West Delhi,110037,9,9
14-08-2025,Delhi,South West Delhi,110061,5,5
14-08-2025,Delhi,South West Delhi,110071,6,11
14-08-2025,Delhi,West Delhi,110043,3,16
18-08-2025,Delhi,East Delhi,110031,20,48
18-08-2025,Delhi,East Delhi,110032,1,32
18-08-2025,Delhi,East Delhi,110092,30,69
18-08-2025,Delhi,New Delhi,110021,3,0
18-08-2025,Delhi,North Delhi,110007,13,28
18-08-2025,Delhi,North East,110053,2,48
18-08-2025,Delhi,North East Delhi,110032,23,31
18-08-2025,Delhi,North East Delhi,110094,119,134
18-08-2025,Delhi,North West Delhi,110081,14,62
18-08-2025,Delhi,North West Delhi,110086,78,169
18-08-2025,Delhi,Shahdara,110032,2,6
18-08-2025,Delhi,Shahdara,110095,1,2
18-08-2025,Delhi,South Delhi,110017,12,30
18-08-2025,Delhi,South Delhi,110024,6,11
18-08-2025,Delhi,South Delhi,110030,10,26
18-08-2025,Delhi,South West Delhi,110066,2,1
18-08-2025,Delhi,West Delhi,110018,24,57
19-08-2025,Delhi,Central Delhi,110002,5,17
19-08-2025,Delhi,Central Delhi,110008,17,34
19-08-2025,Delhi,New Delhi,110021,2,7
19-08-2025,Delhi,North Delhi,110007,21,44
19-08-2025,Delhi,North Delhi,110084,38,59
19-08-2025,Delhi,North East,110094,5,77
19-08-2025,Delhi,North West Delhi,110009,14,20
19-08-2025,Delhi,North West Delhi,110056,1,0
19-08-2025,Delhi,North West Delhi,110082,9,22
19-08-2025,Delhi,North West Delhi,110083,21,36
19-08-2025,Delhi,North West Delhi,110085,53,67
19-08-2025,Delhi,North West Delhi,110086,102,167
19-08-2025,Delhi,South Delhi,110014,4,9
19-08-2025,Delhi,South Delhi,110020,12,16
19-08-2025,Delhi,South Delhi,110048,10,4
19-08-2025,Delhi,South Delhi,110049,8,13
19-08-2025,Delhi,South Delhi,110065,12,15
19-08-2025,Delhi,South Delhi,110080,9,3
19-08-2025,Delhi,South West Delhi,110047,0,1
19-08-2025,Delhi,South West Delhi,110057,6,4
19-08-2025,Delhi,South West Delhi,110067,0,9
19-08-2025,Delhi,South West Delhi,110071,8,13
19-08-2025,Delhi,South West Delhi,110072,3,4
19-08-2025,Delhi,West Delhi,110018,33,56
19-08-2025,Delhi,West Delhi,110026,4,3
19-08-2025,Delhi,West Delhi,110087,13,21
02-08-2025,Delhi,Central Delhi,110011,2,0
02-08-2025,Delhi,Central Delhi,110012,3,4
02-08-2025,Delhi,East Delhi,110032,1,9
02-08-2025,Delhi,East Delhi,110095,20,16
02-08-2025,Delhi,New Delhi,110021,2,1
02-08-2025,Delhi,North Delhi,110054,4,3
02-08-2025,Delhi,North East,110053,1,32
02-08-2025,Delhi,North West Delhi,110083,3,5
02-08-2025,Delhi,South Delhi,110003,0,5
02-08-2025,Delhi,South Delhi,110017,28,20
02-08-2025,Delhi,South Delhi,110020,17,15
02-08-2025,Delhi,South Delhi,110025,33,31
02-08-2025,Delhi,South Delhi,110048,2,2
02-08-2025,Delhi,South Delhi,110062,34,60
02-08-2025,Delhi,South Delhi,110065,8,11
02-08-2025,Delhi,South Delhi,110068,8,5
02-08-2025,Delhi,South East Delhi,110025,1,1
02-08-2025,Delhi,South West Delhi,110043,42,57
02-08-2025,Delhi,South West Delhi,110066,2,0
02-08-2025,Delhi,South West Delhi,110078,13,5
02-08-2025,Delhi,West Delhi,110041,43,64
